,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong Special Administrative Region","China, Macao Special Administrative Region",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C?te d'Ivoire,Croatia,Cuba,Cura?ao,Cyprus,Czech Republic,Democratic People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Federated States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R?union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Thailand,The former Yugoslav Republic of Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
Estonia,,,,,,,,,49,,,  3 313,372,486,16,,,,  3 243,  1 025,,,,,6,,,,217,,,75,,,,,,  4 527,,,,,44,,,,21,,,,3,,20,,,32,169,,,  1 501,,,,,30,,,,,,,,,  51 279,909,,,,,477,  11 724,,,129,,,,,,,,,,,,146,134,,,,,  2 744,,,  1 382,,,,  1 113,,,,573,,  2 886,,,,,2,811,528,,,,,,,,,,,,,,,,,,,,,,,,937,,,,,,,,  5 096,,,,,,,17,,200,124,,,,,,,  58 751,,,,,,,,,,,,,,,,,52,25,,,149,,  1 875,,,,,,  10 499,589,,,,,,,,,,,112,,,,,  10 222,,  9 361,,  9 995,,,,,52,,,,,,
Ethiopia,,,,,,,,90,32,,,  11 446,  1 276,,,678,,,25,  1 143,,,,,2,,,,12,,,54,,,,,,  27 608,,,,,5,,,,,,,,1,,,,,90,115,,,  2 136,  12 323,,,,  1 457,,,108,4,,37,,,  2 366,  8 675,,,,,,  20 809,30,,  2 420,,,,,,,,,,,,141,76,,,,,154,,  80 474,  30 401,,,81,,  36 889,,  3 595,,,,,,,  1 831,,,,,,,,,400,,,,,,,,,,,,,,,193,,,  9 451,,  1 187,81,,,,,  7 742,,,,,,,,,43,30,,  1 667,,,,,272,,,,4,,,,,,  124 347,,,,,,,31,,,  2 079,  44 891,  12 786,  3 713,,,  60 734,,30,  16 509,  5 211,,,0,,,,,,,,150,,,,  1 070,,  7 836,  16 654,,  184 022,,,,,35,,,,  5 740,,
Faeroe Islands,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,  12 324,,,,,,,,,1,,,,,,3,,,,,,,,,1,279,,,,,,,,,,,,339,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,,,,,,,,,,,,,
Falkland Islands (Malvinas),,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,5,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,,,,,,,,,,,,,
Fiji,,,,328,,,,,1,,,  72 084,18,,,,,,,12,,,,,0,,,,,,,1,,,,,,  27 060,,,,,8,,,,,,,152,1,,,,,5,4,,,22,,,,,,,,,,,,,,12,157,,30,,,,,,,1,,,,,,,,,,,,,1,172,,,,14,,,44,,,,,,537,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,161,,69,,  54 815,,,,45,,41,,,,,84,,,,,,,,,,,,,,,,,,,137,,,,,,,,,,,,103,,47,,30,,,,,,62,70,,,,,,,,724,,,,,,48,,,,  6 754,,  40 737,,,,225,,,,,,,
Finland,,,,,,,,,70,,,  10 307,  1 598,,,,,,  2 111,  3 259,,,,,40,,,,617,,,115,,,,,,  10 966,9,,,,133,,,,47,,,,23,,39,,,551,286,,,  3 822,,,27,126,278,,,,  2 227,,,,,,  3 829,,,,,,  16 290,,,771,13,,,,,,,,,,,752,178,,,,,966,,308,  2 827,,621,,,,,,116,,232,,,,830,6,86,  1 306,,,,,,92,,,,,,182,,,4,,,,,,72,,,  2 896,,,,,,,,  6 825,,,,46,,,71,112,250,324,,,,,,,  2 210,,,,,,,,,,,,34,,,,,151,35,,,695,,  11 803,60,,,,,  162 067,  5 567,,,,,,,,,,,  1 677,,,,,,,  14 325,,  19 725,,,,,72,,,,,,
France,,,  1 000,,  3 764,,,41,  8 160,,,  39 107,  8 964,,143,  2 027,,,,  170 858,,  1 797,145,30,  1 237,31,157,,  11 411,23,,  1 320,,302,201,275,  3 547,  122 212,35,  9 583,  1 056,  1 980,  3 169,,  2 194,,  2 061,482,  10 320,,895,,  1 760,139,,  1 021,  2 708,,,  7 116,,80,  2 043,  2 264,  3 184,214,  4 561,436,197,,,,,  2 917,,  20 934,  20 918,  10 403,,,  145 806,216,,  6 695,14,,  55 739,,258,  6 459,110,,921,,106,  4 047,478,  1 142,,,,  11 147,,  41 847,  134 403,,  8 924,417,,,,  4 810,,,277,104,,41,  5 027,126,284,  36 242,  8 950,,,115,  18 238,502,,  47 093,,  1 505,  10 050,  11 903,,  6 371,73,446,,  29 271,,,491,,,  24 712,  37 966,  3 905,148,,,,,  6 286,949,,,969,,614,  2 309,  1 204,  26 120,  87 899,143,  1 061,  1 899,,  84 056,  4 363,  2 567,,,,74,723,,10,20,,,  13 391,  5 388,240,,,89,  2 973,  1 267,,,  8 132,,  201 769,292,,,,,  9 208,  152 058,,,  1 178,,,792,,,,  8 638,  16 041,,,,257,,  23 440,  149 872,,  166 729,,672,,540,  3 777,205,614,268,,78,
French Guiana,,,,,,,,5,,,,11,,,,,,,,,,,,,1,0,,,844,,,,,,,,,87,,,,,2,,,,,,,,12,,,,,0,,,,0,,23,,,,,,,,,,,,,,,,,,,,,,0,,,  1 191,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  1 808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,
French Polynesia,,,,,,,,,,,,549,,,,,,,,,,,,,,,,,,,,,,,,,,141,,,,,5,,,,,,,123,,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,10,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,,,48,,,,
Gabon,,,,,,,,,,,,11,24,,,,,,,312,,,,,0,,,,36,,,11,,,8,,811,  1 091,,,349,,5,,,,,,  3 163,,1,,,,,,3,,,6,,,,,,,256,,,,,,,13,  19 780,,,,,,522,,,8,,,,,,,,,,,,3,,,,,,4,,,384,,,,,,,,,,,,,,,,,,,,,,  33 255,,,,84,,,,,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,548,,,,,,,,,,,,,,,,237,,,,,,,,,,,,318,,278,,,,,,24,279,,,,,,896,,,,,,,,,,,,393,,,,,,,,,,,,,
Gambia,,,,,,,,,,,,127,628,,,,,,,403,,,,,,,,,,,,12,,,5,,,587,,,,,2,,,,,,,,,44,,,,,14,,,650,,,,33,33,,,,,,,,,765,  1 907,,,,,,  4 419,36,,50,,,,,,  3 186,  1 495,,,,,8,10,,,,,57,,,  1 515,,,,,,,,,,0,,,750,,,,,,,,,  4 426,,,,,,,,,,,,,,,,78,,,672,,,,,,,,  1 159,,,,,,,,,,111,,,,,,,,,,,,,,,,,,  4 984,,,  4 828,,,,,,,,,  16 954,,,,,,  4 834,723,,,,,,  1 063,,,,,,,,,,,,  12 194,,  20 877,,,,,,,,,,,
Georgia,,,,,,,,,,  40 897,,612,  3 316,  51 141,,,,,  8 507,  3 772,,,,,2,,,,76,,,336,,,,,,  1 911,,,,,2,,,,,,,,12,,,,,  17 026,  1 045,,,221,,,,,,,,,  1 485,,,,,79,  7 584,,,,,,  22 884,,,  83 388,,,,,,,,,,,,184,22,,,,,255,,  9 317,  12 226,,,,  3 275,,,,  3 270,,  1 353,,,,,,612,,,,,,,47,,,,,,,,,,,,,,,,,,296,,,,,,,,315,,,,58,,,,,326,  1 036,,,,932,,57,  450 221,,,,,,,,,,,,48,,,,,79,,,,,,  8 760,,,,,,  1 275,691,,687,,,,,,,,,  6 536,,,,,  64 399,,  3 388,,  24 456,,,,,13,,,,,,
Germany,,,  1 399,,318,,,83,  9 242,681,,  134 664,  223 705,285,289,,,,66,  44 268,67,,249,27,  2 022,,501,  1 286,  19 389,58,,  3 827,,,67,38,226,  186 592,124,,,,  12 169,,  1 973,,  2 361,,579,,  1 912,,  33 774,318,124,  2 893,  15 209,,,  36 937,,30,  1 661,  4 405,  8 609,227,,,  1 271,,22,,,  8 246,  233 627,,360,57,,  1 515,,,,  114 343,58,,314,,640,  3 335,,,  1 856,,214,  30 123,  1 623,  2 147,,,,  14 368,,  23 656,  220 013,,  5 576,756,  218 348,,,,  1 820,,  2 597,188,,50,  7 029,  1 810,  1 512,  14 216,,,,279,,  1 147,,,,136,,  9 723,,,162,  1 876,,  1 465,,,  8 309,,,  123 273,,  13 447,300,,,,,  28 212,,,,  1 065,,  1 659,  2 926,  3 786,  76 313,  26 048,504,,  1 465,898,,  4 124,  142 026,,,,74,,,43,,,,843,  16 083,85,122,,,  4 671,  8 124,,,  40 902,,  200 870,543,,,,,  50 473,  362 506,,139,  1 967,42,,200,,,253,  1 453,  274 691,  1 858,,,241,  1 083,,  322 220,967,  627 493,,786,  8 610,,  4 211,,,,,371,
Ghana,,,,,,,,31,,,,  5 306,  2 474,,48,,,,,  4 573,,  10 211,125,,14,,,,73,,,14,  32 217,,42,,,  23 868,,,,,7,,,,,,,,1,  42 749,,,,93,177,,,  1 896,,,,37,262,,,,6,,18,,,  1 609,  6 696,,,  4 119,,,  30 143,,,597,,,,,,  5 257,,,,,,131,61,,,,,504,,,  46 548,,  1 844,29,,,,,,,,,89,  7 468,614,,,,,,,,  18 561,79,,,206,,,,,,,,,,,,131,,,  14 212,,,,  1 680,  222 377,,,  1 897,,,,,,,,34,36,186,,,,,,108,316,,,,24,,,,,,,  1 724,29,,  1 202,,,20,35,,,  7 156,,  12 033,,,,,,  2 614,  2 774,,,,,,  46 794,,,,,144,,,,,,,  102 837,,  134 338,,,,,33,,,,,179,
Gibraltar,,,,,,,,,14,,,527,,,,,,,,,,,,,0,,,,,,,6,,,,,,336,,,,,5,,,,,,,,4,,,,,5,,,,,,,,,11,,,,1,,,,,,70,,,,,,,,,5,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,  11 955,,,,,,,,,,,,,
Greece,,  34 989,,,,,,,  1 017,  1 096,,  126 551,  4 003,,91,,,,108,  17 276,,,106,,26,,,,  1 839,,,  7 761,,,,,147,  73 005,,,,,196,,,,117,,,,34,,147,,,  26 409,681,,,  2 155,,,63,71,  1 423,,,,23,,,,,  1 353,  12 890,,,,,,  215 059,,,,,,,,,,,,,,,  1 242,37,,,,,636,,  3 085,  17 405,,,65,  7 846,,,,,,28,,,,  2 617,47,49,  1 827,,,,,,90,,,,,,248,,,,56,,,,,,,,  13 959,,,,,,,,  2 270,,,,325,,,59,153,  3 099,181,,,,80,,  4 270,  1 952,,,,,,,,,,,,914,,,,,400,98,,,  9 697,,  3 982,88,,,,,  15 518,  9 252,,,,233,,,,,,,  59 465,,,,42,,,  39 700,,  141 257,,,,,735,,,,,,
Greenland,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,,,,,5,,,,,,,,8,,,82,,,,,,  16 437,,,,,,,,,,,152,,,,13,,,,,,,,,3,,,,,398,,,,,,,,86,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,
Grenada,,,,,,,,192,11,,258,127,15,,33,,,389,,,,,,,0,0,,,31,,,,,,,,,  11 524,15,,,,5,,,,,,,,8,,,76,2,,1,,,10,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,193,,,,3,,,,,,14,,,16,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,27,,,,,,,,,,,,,,,,57,159,,433,,,,,,,,,,,,,,,,,622,,,,,,41,47,,,,,,,,,  8 026,,,,,,,,,  10 009,,  32 460,590,,,,163,,,,,,
Guadeloupe,,,,,,,,76,,,,32,,,,,,,,,,,,,,27,,,,,,,,,,,,657,,,,,7,,,,,,,,,,,,94,,,,,0,,38,56,,,,,,,,,,,,,  2 021,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  5 461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,  2 051,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,105,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,726,,,,256,,,,,  1 008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,96,,,496,372,,35,,,,,186,  23 231,,,,142,,,,348,,,5,,,,,,  17 555,,,,,227,,,,460,,,,  2 725,,,64,,0,35,,,241,,,429,430,11,  8 885,,,7,,,,,97,  2 994,,,,,,  2 093,,,30,,,,,,,,,,,  3 375,18,40,,,,,125,,,  2 135,302,,,,,,,,,0,,,,,,,,,,,,,,,,,,,  53 128,,,,,,,,,,,,756,,,  1 762,,,,,446,,,,  1 606,,,163,34,,30,381,,,,,,,,,,4,,,,,,,,,,,,,,,,,91,,  7 411,,,,,,828,  1 020,,,,,,,,,,,,,,,,,,  1 049,,  881 191,,,,,428,,,,,,
Guinea,,,,,,382,,,1,,,844,303,,,,,,,  12 274,,,,,9,,,,69,,,8,,,413,,  3 518,  4 592,,,,,5,,,,,,,,,  94 980,,,,0,75,,,115,,,,,160,,,,,,,,,101,  30 209,,,  3 222,  40 369,,  4 231,135,,182,,,,,,,  4 938,,,,,39,20,,,,,50,,,  3 899,,,,,,,,,,,,,  37 380,,,,,,,,,  17 762,,,,  3 105,,,,,,,,,  1 001,,,48,,,  2 619,,,,,,,,266,,,,,,,,,57,  4 357,,,,,,74,204,,,,,,,,,,,  49 780,,,  68 467,,,,,,,80,,  9 698,,,,,,517,  1 231,,,,,,  3 338,,,,,,,,,,,,  2 529,,  18 331,,,,,,,,954,,,
Guinea-Bissau,,,,,,,,,,,,0,68,,,,,,,100,,,,,,,,,  1 128,,,5,,,  5 015,,,97,,,,,5,,,,,,,,,329,,,,,23,,,61,,,,,103,,,,,,,,,8,  3 066,,,,  12 328,,,,,0,,,,,,  11 011,,,,,,8,,,,,,1,,,782,,,,,,,,,,,,,118,310,,,,,,,,,,,,  1 203,,,,,,,,,,,,,,,247,,,,,,,,55,,,,,,,,,,  27 517,,,,,,,131,,,,,,,,,,,  28 501,,,19,,,,,,,30,,  5 369,,,,,,138,343,,,,,,130,,,,,,,,,,,,  2 572,,,,,,,,,,  1 007,,,
Guyana,,,,,,,416,  6 472,,,289,665,19,,  1 335,,,  6 594,,17,,,102,,5,164,,,  2 264,  1 631,,4,,,,,,  96 531,304,,,,15,,,,19,,,,29,,,,458,,6,,,102,,190,23,,,,,,2,,,,,25,  4 721,  3 675,,,,,,,,11,,341,188,,,,,,,,,8,20,,,,,29,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,,,,,,,  2 356,,,,,,,,87,,,,48,,,,,25,,50,,,,,,,,,777,  1 974,,243,,,,,,,,,,  1 807,,,,,56,,111,,,,  13 284,,126,136,,,,,,,,,  9 830,,,,,,,,,  23 458,,  269 778,,,,,  9 149,,,,,,
Haiti,,,,,,,,33,41,,  1 632,95,63,,  27 591,,,33,,302,53,,  1 680,,15,100,,,65,,,5,,,,,,  93 443,17,,,,44,,,,116,,,,73,,,872,  1 968,5,9,,,158,,  1 395,  329 281,96,,,,,,,,,,13,  74 337,  19 005,,,,,  1 582,,,38,,,  15 284,,14,,,,,,32,,16,,,,,4,,,703,,,,,,,,,,,,,,,,,,,,,,,,,  1 769,,,,  1 296,,,,,,,,,,,,  1 411,,,23,,,,,41,,,,542,,,49,,,,160,,,,,,,,,,,,,,,,,,,,,,  2 746,,,,,,,723,37,,,,,147,  1 848,,,,,,,,,,,,,  7 347,,,,,340,,  604 004,644,,,,  1 900,,,,,,
Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,,,,,,,7,66,,,274,98,,43,,,,,117,  8 496,,,,231,,,,151,,,2,,,,,,  7 084,  1 661,,,,240,,,,352,,,,  4 020,,,,,5,16,,,130,,,424,469,,  11 676,,,1,,,,,73,586,,,,,,  1 441,,,50,,,,,  8 387,,,,,,,10,37,,,,,12,,,  2 323,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,  15 027,,,,,,,,,,,,466,,,  12 439,,,,,116,,,,  1 504,,,165,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  37 194,,,,,,377,560,,,,,,,,,,,,,,,,,,683,,  530 645,,,,,294,,,,,,
Hungary,,,,,,,,,816,,,  23 135,  44 468,,,,,,342,  6 110,,,,,27,,144,,  1 821,,,366,,,,,,  44 441,,,,,330,,,,140,,,,76,,  1 044,65,,384,  1 152,,,  3 970,,,21,216,149,,,,92,,,,,  2 667,  10 553,,,,,,  172 755,,,  1 728,,,,,,,,,,,,,190,,,,,  8 206,,  12 495,  12 889,,,619,,,,,,,204,154,,,338,67,98,  1 088,,,,,,168,,,,,,509,,,10,47,,,,,,,,  12 801,,  1 421,,,,,,  3 940,,,,59,,,64,244,  1 343,386,,,,182,,  5 967,  16 841,,,,,,,,,,,,  1 800,,,,,  17 537,417,,,,,  9 297,,,,,,  16 558,  17 521,,,,81,,,,,,,521,,,,,,,  56 166,,  77 670,,,,,  1 027,,,,,,
Iceland,,,,,,,,,8,,,770,188,,,,,,,235,,,,,2,,,,576,,,14,,,,,,792,,,,,12,,,,,,,,1,,,,,37,29,,,  8 429,,,,,,,,,20,,242,,,190,384,,,,,,  1 802,,,54,163,,,,,,,,,,,129,,,,,,38,,,207,,,,,,,,,,33,,,,,2,46,330,,,,,,,,,,,,,,,,,,,,,,,,407,,,,,,,,  8 274,,,,,,,15,53,492,28,,,,,,,44,,,,,,,,,,,,,,,,,47,,,,32,,  1 122,,,,,,  5 454,413,,,,,,,,,,,42,,,,,,,  2 225,,  5 115,,,,,,,,,,,
India,,,,,,,,79,97,,330,  389 992,  13 576,,598,  302 635,  34 431,463,48,  10 340,369,,529,  44 732,107,9,,  9 519,  1 052,39,  3 081,187,,,,95,,  621 469,528,,,,552,  8 968,  18 004,,144,,,,56,,67,,637,  3 062,  1 502,363,,  9 607,,28,95,228,  1 387,11,,119,103,,64,,  1 292,  6 396,  48 061,,38,,,,  68 291,839,,  10 152,,,200,,,,,,,,,  1 050,303,,  11 648,,232,  19 764,,  18 965,  136 403,  1 127,  22 641,  6 237,,,, 1 061 758,,,85,  1 548,228,750,  4 842,26,,195,  1 581,  2 390,  132 699,  22 120,,307,,,,  8 651,,  1 180,,,98,,,,  2 434,  26 205,617,,  446 491,  22 713,,  69 800,24,,,,,  11 970,  777 632, 2 000 908,,  4 481,156,,206,  10 639,857,  7 561,49,  645 577,  7 004,,,67,  5 701,,,,118,,,,,, 1 894 380,,295,  6 489,371,  150 082,834,149,143,,,  43 250,  1 414,  33 483,  10 460,,  1 277,,,  22 424,  19 081,,639,  7 928,,,,,274,959,,521,,,,  4 065,  3 816, 3 499 337,  776 603,  8 010, 1 969 286,,,,,258,  1 938,,,,  5 349,
Indonesia,,,  2 600,,,,,,21,,,  84 026,  1 214,,33,  22 513,  157 862,,,  1 501,,,,,10,44,,,869,,  6 165,37,,,,105,,  16 143,,,,,87,  39 736,  134 593,,84,,,,18,,27,,182,193,154,  1 414,,  1 154,,,,64,  3 211,,,,6,,10,,,558,  4 946,,17,,,,  19 639,,,443,,,,,40,,,,,,,235,126,820,,,,128,,,  3 159,,  27 354,  10 995,,,,  99 485,,,2,  2 729,,,  13 064,,,,,, 1 070 433,,,26,,,,,,190,,,,,,,,,82,,,  132 159,  1 283,  5 105,,,,,,  1 532,  70 114,408,,135,  8 343,,43,  3 304,113,240,,  43 049,  33 340,,,,163,,,,,,,,,, 1 294 035,,32,142,,  163 237,60,28,45,69,,  1 309,,  1 937,314,,,,,  2 425,  3 654,,,660,,  5 426,,,,,,179,,,,,,  260 312,  10 344,,  96 734,,,,,59,  7 860,,,,,
Iran (Islamic Republic of),,,,,,,,,137,  8 733,,  48 696,  15 495,  1 530,,,,,49,  6 214,,,,,62,,,,638,,,282,,,,,,  136 608,9,,,,82,,,,118,,,,103,,48,,,  1 340,458,,,  14 114,,,31,192,168,18,,,26,,,,,  6 925,  22 788,,,,,,  137 531,,,  1 905,,,,,18,234,,,,,,  2 119,62,  1 706,,,  14 406,445,,  52 322,  14 433,,  3 992,100,,,,,,,31,,,,411,,70,233,,,,,,35,,,,,,376,,,,,,,,,27,261,,  29 405,,  3 201,,,,,,  16 185,,  2 301,,86,,,58,586,231,197,,,,,,  1 233,  2 012,,,,,,,,,,,,65,,,,,127,77,,,710,,  5 888,102,,,,,  69 981,  9 360,,  1 238,9,,,,,,,,  16 332,  3 204,,,,  2 136,,  91 087,,  371 894,,,,,90,,,,7,,
Iraq,,,  13 632,,,,,,37,,,  62 790,  5 524,,,,,,,  9 420,,,,,10,,,,609,,,868,,,,,,  55 336,,,,,25,,,,22,,,,16,,82,,,350,502,,,  22 594,,,27,34,  11 877,,,,9,,,,,  12 044,  6 120,,,,,,  115 041,,,  3 651,,,,,,,,,,,,858,60,498,,  85 523,,453,,  67 791,  3 889,,,  35 875,,,,,,,9,  120 668,,,  68 477,,,,,,578,,,96,,,112,,,44,,,,,,  1 743,,,,,,  41 384,,  5 698,,,,,,  22 160,  9 552,251,,,,,19,71,425,41,,,,,,  1 326,986,,,,,,,,,,  4 601,,176,,,,,76,62,,,151,,  1 829,39,,,,,  133 118,  7 539,  253 609,65,79,,,,,,,638,  22 392,,,,,,,  80 939,,  175 566,,,,,79,,,,  9 801,,
Ireland,,,,,,,,,64,,,  101 032,985,,59,,,,24,  4 458,,,102,,77,,,716,205,,,234,,,,,,  33 530,210,10,,  3 958,128,,695,,131,,,,30,,53,,,865,578,,,  1 642,,,33,199,107,11,,,136,,,,,721,  9 828,,,,,,  11 373,,,590,,,,,,,,,,,,  1 071,104,,,,,,  2 202,,  3 629,,  1 044,55,,,,,,,638,,,,,17,  1 240,  1 630,,,,,,318,,,,50,,370,,,8,,,,,,55,,,  5 161,,  9 398,24,,,,,  1 107,,,,92,42,,211,431,  7 592,  1 512,,,,,,155,175,,,,,,,,,,,,52,,,,,808,43,,,  13 009,,  14 651,,,,,,  2 527,  3 648,,,,,,,,,,,539,,,,,,,  503 288,,  132 280,,,,,62,,,,,,
Isle of Man,,,,,,,,,,,,348,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,13,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  10 589,,,,,,,,,,,,,
